clouds.all,coord.lat,coord.lon,dt,id,main.grnd_level,main.humidity,main.pressure,main.sea_level,main.temp,main.temp_max,main.temp_min,name,rain,rain.1h,rain.3h,snow,snow.3h,sys.country,weather,wind.deg,wind.gust,wind.speed
48,0.5333,72.9333,1553551499,1337610,1009.17,100,1009.18,1009.18,84.24,84.24,84.24,Thinadhoo,,,,,,MV,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",51.5003,,10.98
92,-3.5535,143.6268,1553551540,2083537,985.89,100,1012.26,1012.26,74.61,74.61,74.61,Wewak,,,0.575,,,PG,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",185.5,,2.48
92,-15.2678,-72.3406,1553551540,3933986,580.53,96,1005.46,1005.46,40.77,40.77,40.77,Orcopampa,,,0.855,,,PE,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",231.0,,3.04
40,69.6489,18.9551,1553551348,3133895,,86,1008.0,,25.07,26.6,23.0,Tromso,,,,,,NO,"[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13n'}]",170.0,,3.36
8,38.4167,77.2406,1553551541,1280037,881.65,61,1021.94,1021.94,43.83,43.83,43.83,Shache,,,,,,CN,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '02n'}]",291.5,,7.63
48,60.4164,134.5365,1553551542,2013918,984.93,80,1017.3,1017.3,3.33,3.33,3.33,Ust-Maya,,,,,,RU,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",316.0,,4.94
0,-20.189,32.6194,1553551542,893549,940.29,88,1010.1,1010.1,66.24,66.24,66.24,Chipinge,,,,,,ZW,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",18.5003,,3.04
0,12.489,-16.5433,1553547600,2246901,,77,1012.0,,70.72,71.6,69.8,Oussouye,,,,,,SN,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",,,9.17
0,29.1403,21.2975,1553551543,88533,1013.89,50,1017.42,1017.42,59.76,59.76,59.76,Awjilah,,,,,,LY,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",313.0,,11.99
20,43.8373,-66.1157,1553551394,6185217,,40,1015.0,,35.2,35.6,35.01,Yarmouth,,,,,,CA,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",300.0,10.3,16.11
40,26.3317,43.9717,1553547600,107304,,40,1007.0,,69.8,69.8,69.8,Buraydah,,,,,,SA,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",240.0,,13.87
1,43.4935,-112.0401,1553551504,5596475,,34,1025.0,,49.75,51.01,48.2,Idaho Falls,,,,,,US,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '01d'}]",,7.2,5.82
80,65.9957,57.5571,1553551544,863061,991.57,85,1000.82,1000.82,27.36,27.36,27.36,Usinsk,,,,,,RU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",70.5003,,8.97
56,34.1642,77.5848,1553551544,1264976,598.93,73,1024.66,1024.66,-5.32,-5.32,-5.32,Leh,,,,,,IN,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",333.5,,1.14
0,45.0035,43.7873,1553551545,490108,993.65,84,1017.98,1017.98,30.87,30.87,30.87,Sotnikovskoye,,,,,,RU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",128.0,,5.61
40,-12.9289,-64.8727,1553547600,3909011,,66,1008.0,,89.6,89.6,89.6,San Rafael,,,,,,BO,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",270.0,,6.93
0,41.7597,86.1469,1553551324,1529376,,38,1000.0,,46.99,46.99,46.99,Korla,,,,,,CN,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",313.0,6.26,5.01
75,-14.8347,-64.9043,1553547600,3902377,,83,1008.0,,82.4,82.4,82.4,Trinidad,,,,,,BO,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",79.0003,,3.94
0,-36.0805,146.9163,1553551228,2178174,,76,1019.0,,49.06,51.01,48.0,Albury,,,,,,AU,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",360.0,,4.7
20,-2.7243,10.02,1553551546,2400547,1010.77,98,1011.46,1011.46,81.99,81.99,81.99,Gamba,,,,,,GA,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",322.0,,7.4
0,43.1922,-0.6116,1553551504,2989569,,61,1027.0,,47.53,50.0,44.01,Oloron-Sainte-Marie,,,,,,FR,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",41.0003,,6.06
100,-44.6972,169.1364,1553551507,2184707,915.65,87,1003.82,1003.82,61.47,61.47,61.47,Wanaka,,,1.605,,,NZ,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",329.5,,9.42
0,46.6808,113.2846,1553551548,2032614,891.17,45,1016.42,1016.42,18.72,18.72,18.72,Baruun-Urt,,,,,,MN,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01n'}]",120.5,,8.52
40,18.0384,-71.7441,1553547600,3495137,,62,1013.0,,84.2,84.2,84.2,Pedernales,,,,,,DO,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",130.0,,18.34
75,47.9038,9.5984,1553551535,3220791,,86,1024.0,,33.67,37.99,30.99,Bruggen,,,,,,DE,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",200.0,,4.7
92,64.9555,34.5793,1553551549,551145,996.21,86,998.18,998.18,30.51,30.51,30.51,Kem,,,,,,RU,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",6.00031,,13.78
20,-45.8654,-67.4808,1553547600,3860443,,58,1027.0,,59.0,59.0,59.0,Comodoro Rivadavia,,,,,,AR,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",140.0,,6.93
75,-15.1195,39.2616,1553547600,1033356,,100,1014.0,,75.2,75.2,75.2,Nampula,,,,,,MZ,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",140.0,,5.82
44,29.234,56.6057,1553551550,390054,756.05,89,1011.26,1011.26,43.2,43.2,43.2,Baft,,,0.2,,,IR,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",186.0,,6.73
40,56.115,47.718,1553549400,529343,,86,1001.0,,30.2,30.2,30.2,Mariinskiy Posad,,,,,,RU,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",270.0,,17.9
40,31.4044,30.4164,1553547600,350203,,58,1011.0,,59.0,59.0,59.0,Rosetta,,,,,,EG,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",280.0,,6.93
0,-13.71,-76.203,1553547600,3932145,,30,1008.0,,71.6,71.6,71.6,Pisco,,,,,,PE,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01d'}]",220.0,,21.92
44,5.1033,73.0708,1553551551,1337606,1009.89,100,1010.02,1010.02,84.15,84.15,84.15,Eydhafushi,,,,,,MV,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",65.5003,,7.96
92,-37.8302,140.7843,1553547600,2156643,,71,1019.0,,50.0,50.0,50.0,Mount Gambier,,,,,,AU,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",270.0,,6.93
8,11.6667,92.75,1553551552,1259385,1009.17,100,1009.54,1009.54,83.07,83.07,83.07,Port Blair,,,,,,IN,"[{'id': 800, 'main': 'Clear', 'description': 'sky is clear', 'icon': '02n'}]",46.5003,,6.17
76,61.0064,36.4511,1553551552,469960,986.45,91,999.38,999.38,30.33,30.33,30.33,Vytegra,,,,,,RU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",261.0,,9.42
76,51.9602,66.4089,1553551552,1524296,983.57,93,1016.18,1016.18,36.36,36.36,36.36,Esil,,,,,,KZ,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",156.5,,17.13
92,-38.5473,-58.7368,1553551278,3430443,,62,1021.0,,57.99,57.99,57.99,Necochea,,,,,,AR,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",135.0,3.13,5.01
0,10.6038,-67.0304,1553551553,3646190,999.57,100,1009.98,1009.98,76.5,76.5,76.5,Catia La Mar,,,,,,VE,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01d'}]",59.5003,,16.69
40,55.1004,-105.3013,1553547600,6050066,,32,1021.0,,41.0,41.0,41.0,La Ronge,,,,,,CA,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",160.0,,11.41
40,-17.5334,-149.3334,1553551347,4033356,,62,1013.0,,87.37,87.8,87.01,Tiarei,,,,,,PF,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",250.0,,8.05
80,48.6542,-53.1104,1553551210,5905393,,86,1005.0,,34.0,34.0,34.0,Bonavista,,,0.1,,0.4315,CA,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",254.0,4.92,7.0
32,66.8333,70.8333,1553551555,1486321,1011.01,78,1012.3,1012.3,23.94,23.94,23.94,Yar-Sale,,,,,,RU,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",189.0,,12.66
75,-21.3667,55.6167,1553551515,6690296,,74,1009.0,,75.24,80.6,64.99,Saint-Joseph,,,,,,RE,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",40.0,,5.82
20,67.1003,15.4001,1553551326,3141548,,63,1009.0,,27.1,28.4,26.01,Rognan,,,,,,NO,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",30.0,,10.29
0,10.2599,-85.5847,1553547600,3621607,,38,1008.0,,93.2,93.2,93.2,Santa Cruz,,,,,,CR,"[{'id': 800, 'main': 'Clear', 'description': 'Sky is Clear', 'icon': '01d'}]",70.0,,21.92
20,69.0125,23.0412,1553551557,779330,950.29,76,1006.98,1006.98,17.91,17.91,17.91,Kautokeino,,,,,,NO,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",302.5,,8.52
76,63.05,179.3167,1553551557,2126710,964.53,91,972.14,972.14,33.84,33.84,33.84,Beringovskiy,,,,,,RU,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",119.5,,24.74
40,71.035,27.8517,1553547000,778707,,86,1001.0,,30.2,30.2,30.2,Mehamn,,,,,,NO,"[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13n'}]",270.0,,13.87
92,-5.5563,150.153,1553551558,2093967,999.81,100,1011.62,1011.62,76.23,76.23,76.23,Kimbe,,,0.575,,,PG,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",136.0,,1.92
20,8.496,8.5148,1553551558,2332515,972.93,50,1009.22,1009.22,81.54,81.54,81.54,Lafia,,,,,,NG,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",202.0,,8.19
90,40.2018,-77.1894,1553551302,5183234,,93,1018.0,,39.0,41.0,37.0,Carlisle,,1.1,,,,US,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}, {'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",40.0,,5.82
92,69.494,88.3908,1553551560,1490256,995.17,88,1016.54,1016.54,25.65,25.65,25.65,Talnakh,,,,,,RU,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",203.5,,14.79
